停留所名,事業者名,バス系統
霞ヶ丘学園,ケイカン交通（株）,竹田線
竹田農協前,ケイカン交通（株）,竹田線
駅前区,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
宮領,坂井市,丸岡春江ルート
霞の郷,坂井市,"丸岡春江ルート, 長畝ルート, 高椋西ルート, 高椋中ルート, 鳴鹿ルート"
霞の郷,ケイカン交通（株）,竹田線
田島新,坂井市,丸岡春江ルート
大牧,坂井市,春江北部東部ルート
徳分田,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
新庄団地,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
御幸1丁目,坂井市,長畝ルート
田島,坂井市,丸岡春江ルート
上新庄,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
朝日住宅前,京福バス（株）,82　丸岡永平寺線
城北,坂井市,"丸岡春江ルート, 長畝ルート, 高椋西ルート, 高椋中ルート"
昭和新町,京福バス（株）,"16　川西三国線, 80　鶉三国線"
赤坂,ケイカン交通（株）,竹田線
ダム口,ケイカン交通（株）,竹田線
城北団地,ケイカン交通（株）,竹田線
辻,坂井市,春江北部東部ルート
木部西方寺,坂井市,春江北部東部ルート
田島窪,坂井市,丸岡春江ルート
松多良橋,ケイカン交通（株）,竹田線
城北ふれあい会館前,坂井市,"丸岡春江ルート, 長畝ルート, 高椋西ルート, 高椋中ルート"
若宮団地,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
定広,坂井市,春江北部東部ルート
伏屋,坂井市,鳴鹿ルート
栄,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート"
一本田福所,坂井市,丸岡春江ルート
乾下田,坂井市,長畝ルート
三本木,坂井市,鳴鹿ルート
三本木,ケイカン交通（株）,竹田線
乾町,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート"
松川,坂井市,鳴鹿ルート
松川,ケイカン交通（株）,竹田線
